"person_id","Name","religion_id","religion_name","ceda_id","ceda_name","person_ceda_first_year","person_ceda_last_year"
2664,Frederick Fryer,1,Quaker,2,APS,1861,1867
2665,John Gayner,1,Quaker,2,APS,1865,1865
2667,Deborah Gibson,1,Quaker,2,APS,1866,1866
2668,E Gilkes,1,Quaker,2,APS,1861,1861
2669,Charles Gillett,1,Quaker,2,APS,1860,1867
2670,Jonathan Gillett,1,Quaker,2,APS,1860,1867
2672,Burwood Godlee,1,Quaker,2,APS,1839,1867
2672,Burwood Godlee,1,Quaker,7,HOD,"",""
2673,Alexander Grace,1,Quaker,2,APS,1862,1867
2675,Anna Gurney,1,Quaker,2,APS,1851,1857
2675,Anna Gurney,1,Quaker,7,HOD,"",""
2675,Anna Gurney,1,Quaker,7,HOD,"",""
2676,Edmund Gurney,1,Quaker,2,APS,1851,1855
2677,Henry E Gurney,1,Quaker,2,APS,1855,1866
2679,John Gurney,1,Quaker,2,APS,1839,1855
2680,Samuel Gurney,1,Quaker,2,APS,1838,1867
2680,Samuel Gurney,1,Quaker,7,HOD,"",""
2680,Samuel Gurney,1,Quaker,7,HOD,"",""
2683,Daniel P Hack,1,Quaker,2,APS,1851,1867
2684,John Barton Hack,1,Quaker,2,APS,1839,1851
2684,John Barton Hack,1,Quaker,7,HOD,"",""
2685,Cornelius Hanbury,1,Quaker,2,APS,1838,1867
2686,Cornelius x Jun Hanbury,1,Quaker,2,APS,1866,1867
2687,Daniel Bell Hanbury,1,Quaker,2,APS,1851,1867
2688,Samuel Hare,1,Quaker,2,APS,1861,1866
2689,Charles L Harford,1,Quaker,2,APS,1838,1855
2690,John Harford,1,Quaker,2,APS,1838,1851
2691,Summers Harford,1,Quaker,2,APS,1838,1855
2692,William Hargreaves,1,Quaker,2,APS,1860,1867
2693,John Harlock,1,Quaker,2,APS,1860,1867
2694,Theodore Harris,1,Quaker,2,APS,1862,1867
2696,Gray Hester,1,Quaker,2,APS,1861,1867
2697,M A Hewitson,1,Quaker,2,APS,1867,1867
2698,Henry Hipsley,1,Quaker,2,APS,1862,1867
2699,John Hodgkin,1,Quaker,2,APS,1851,1867
2699,John Hodgkin,1,Quaker,7,HOD,"",""
2699,John Hodgkin,1,Quaker,7,HOD,"",""
2700,J Holdsworth,1,Quaker,2,APS,1860,1861
2701,Richard Holdsworth,1,Quaker,2,APS,1864,1867
2702,G B Holmes,1,Quaker,2,APS,1840,1840
2704,S Horman-Fisher,1,Quaker,2,APS,1857,1857
2705,Robert Horne,1,Quaker,2,APS,1860,1867
2706,John Horniman,1,Quaker,2,APS,1860,1867
2707,Charles Horsnaill,1,Quaker,2,APS,1860,1866
2708,W C Horsnaill,1,Quaker,2,APS,1860,1861
2709,Sarah Hotham,1,Quaker,2,APS,1860,1866
2710,Luke Howard,1,Quaker,2,APS,1851,1852
2710,Luke Howard,1,Quaker,7,HOD,"",""
2710,Luke Howard,1,Quaker,7,HOD,"",""
2711,William Howitt,1,Quaker,2,APS,1839,1851
2711,William Howitt,1,Quaker,7,HOD,"",""
2712,Rachel Hubbert,1,Quaker,2,APS,1866,1866
2713,Joseph Hudson,1,Quaker,2,APS,1861,1861
2714,John Huntley,1,Quaker,2,APS,1864,1866
2715,Joseph Huntley,1,Quaker,2,APS,1860,1867
2716,Martha Hutchinson,1,Quaker,2,APS,1839,1840
2717,R Impey,1,Quaker,2,APS,1861,1863
2718,Edward James,1,Quaker,2,APS,1860,1867
2719,A Janson,1,Quaker,2,APS,1861,1861
2720,William Janson,1,Quaker,2,APS,1852,1867
2721,Andrew Johnston,1,Quaker,2,APS,1838,1866
2721,Andrew Johnston,1,Quaker,7,HOD,"",""
2722,Andrew & Jun Johnston,1,Quaker,2,APS,1861,1862
2724,John Jowett,1,Quaker,2,APS,1860,1867
2726,W D King,1,Quaker,2,APS,1862,1865
2727,J H Knight,1,Quaker,2,APS,1860,1861
2728,T Knott,1,Quaker,2,APS,1860,1860
2729,Edward A Leatham,1,Quaker,2,APS,1851,1867
2730,Isabella Lister,1,Quaker,2,APS,1838,1840
2732,Wilson Lloyd,1,Quaker,2,APS,1866,1867
2733,Haggar Lowe,1,Quaker,2,APS,1838,1867
2734,Edmund Lucas,1,Quaker,2,APS,1851,1864
2735,Frederick Lucas,1,Quaker,2,APS,1839,1840
2736,Jeffrey Lucas,1,Quaker,2,APS,1840,1854
2737,Martha Lucas,1,Quaker,2,APS,1851,1855
2738,Samuel Lucas,1,Quaker,2,APS,1851,1867
2739,William Jun Lucas,1,Quaker,2,APS,1839,1860
2740,Harford Lury,1,Quaker,2,APS,1860,1865
2741,J E Lury,1,Quaker,2,APS,1853,1867
2742,W Mann,1,Quaker,2,APS,1860,1860
2743,Caroline Marriage,1,Quaker,2,APS,1860,1867
2744,Edward Marsh,1,Quaker,2,APS,1857,1867
2745,Thomas William Marsh,1,Quaker,2,APS,1860,1867
2746,Thomas Maw,1,Quaker,2,APS,1839,1840
2747,Edward C May,1,Quaker,2,APS,1839,1862
2748,Francis May,1,Quaker,2,APS,1860,1865
2749,John Mayfield,1,Quaker,2,APS,1847,1867
2750,Josiah Merrick,1,Quaker,2,APS,1860,1867
2751,John Morland,1,Quaker,2,APS,1839,1867
2752,George L Neighbour,1,Quaker,2,APS,1847,1867
2753,Josiah Newman,1,Quaker,2,APS,1867,1867
2754,William Norris,1,Quaker,2,APS,1860,1867
2755,Thomas Norton,1,Quaker,2,APS,1860,1867
2757,William Norton,1,Quaker,2,APS,1861,1867
2758,William Nutter,1,Quaker,2,APS,1860,1866
2759,J J Packer,1,Quaker,2,APS,1861,1862
2760,George Palmer,1,Quaker,2,APS,1860,1867
2761,Reuben C Payne,1,Quaker,2,APS,1860,1867
2762,Arthur Pease,1,Quaker,2,APS,1861,1866
2763,Edward Pease,1,Quaker,2,APS,1838,1867
2764,Gurney Pease,1,Quaker,2,APS,1865,1866
2765,Henry Fell Pease,1,Quaker,2,APS,1851,1867
2766,John Pease,1,Quaker,2,APS,1851,1867
2767,John B Pease,1,Quaker,2,APS,1852,1867
2768,Joseph Pease,1,Quaker,2,APS,1838,1866
2768,Joseph Pease,1,Quaker,7,HOD,"",""
2769,Joseph Whitwell Pease,1,Quaker,2,APS,1866,1866
2769,Joseph Whitwell Pease,1,Quaker,7,HOD,"",""
2770,Susan Pease,1,Quaker,2,APS,1851,1851
2771,Thomas Pease,1,Quaker,2,APS,1861,1867
2772,Algernon Peckover,1,Quaker,2,APS,1851,1867
2773,William Peckover,1,Quaker,2,APS,1866,1867
2774,Robert H Penney,1,Quaker,2,APS,1866,1867
2775,Isaac Pitt,1,Quaker,2,APS,1860,1867
2776,Jacob Post,1,Quaker,2,APS,1839,1851
2777,Joseph T Price,1,Quaker,2,APS,1838,1855
2778,Lydia Prideaux,1,Quaker,2,APS,1860,1867
2779,Samuel Priestman,1,Quaker,2,APS,1860,1865
2780,John Pryor,1,Quaker,2,APS,1852,1852
2781,G R Pumphrey,1,Quaker,2,APS,1862,1862
2782,W P Read,1,Quaker,2,APS,1862,1862
2783,Isaac Reckitt,1,Quaker,2,APS,1861,1861
2784,Jonathan Rees,1,Quaker,2,APS,1851,1854
2785,Jane Reynolds,1,Quaker,2,APS,1838,1855
2786,G E Richardson,1,Quaker,2,APS,1860,1860
2787,John Rickman,1,Quaker,2,APS,1839,1851
2788,Josephina Rickman,1,Quaker,2,APS,1839,1851
2789,Matilda Rickman,1,Quaker,2,APS,1851,1851
2790,Priscilla Rickman,1,Quaker,2,APS,1840,1840
2791,R Rickman,1,Quaker,2,APS,1838,1863
2792,R P Rickman,1,Quaker,2,APS,1860,1865
2793,Isaac Robson,1,Quaker,2,APS,1862,1867
2794,J S Robson,1,Quaker,2,APS,1861,1867
2795,Joseph Rosling,1,Quaker,2,APS,1860,1860
2796,Samuel Rosling,1,Quaker,2,APS,1866,1867
2797,John Rowntree,1,Quaker,2,APS,1855,1867
2798,W Rowntree,1,Quaker,2,APS,1860,1860
2799,Sarah Rundell,1,Quaker,2,APS,1851,1856
2800,John F Rutter,1,Quaker,2,APS,1863,1867
2801,Samuel Rutter,1,Quaker,2,APS,1862,1866
2802,E Sayce,1,Quaker,2,APS,1860,1860
2803,Hannah Scarr,1,Quaker,2,APS,1861,1866
2804,F Seebohm,1,Quaker,2,APS,1861,1861
2805,John R Seekings,1,Quaker,2,APS,1862,1866
2806,James Sessions,1,Quaker,2,APS,1851,1859
2807,Lydia Sessions,1,Quaker,2,APS,1865,1865
2808,Robert Sessions,1,Quaker,2,APS,1861,1867
2809,Abraham Sewell,1,Quaker,2,APS,1860,1866
2810,E F Sewell,1,Quaker,2,APS,1860,1860
2811,Joseph Sewell,1,Quaker,2,APS,1851,1851
2812,Phillip Sewell,1,Quaker,2,APS,1851,1856
2813,Joseph Sharples,1,Quaker,2,APS,1838,1867
2814,John T Shewell,1,Quaker,2,APS,1852,1866
2815,Thomas Short,1,Quaker,2,APS,1861,1867
2816,W Dillwyn Sims,1,Quaker,2,APS,1851,1865
2817,W Skinner,1,Quaker,2,APS,1861,1861
2818,Bartholomew Smith,1,Quaker,2,APS,1861,1867
2819,George Smithson,1,Quaker,2,APS,1865,1866
2820,E P Southall,1,Quaker,2,APS,1838,1838
2821,Sarah Southall,1,Quaker,2,APS,1864,1867
2823,J M Sparkes,1,Quaker,2,APS,1861,1866
2824,H Squire,1,Quaker,2,APS,1860,1860
2825,John Stansfield,1,Quaker,2,APS,1860,1866
2826,Joseph Sterry,1,Quaker,2,APS,1851,1867
2827,Sarah Sterry,1,Quaker,2,APS,1860,1861
2828,J L Stevens,1,Quaker,2,APS,1860,1865
2829,Charles Sturge,1,Quaker,2,APS,1860,1862
2830,Edmund Sturge,1,Quaker,2,APS,1860,1862
2831,George Sturge,1,Quaker,2,APS,1867,1867
2832,H J Sturge,1,Quaker,2,APS,1865,1867
2833,Samuel Sturge,1,Quaker,2,APS,1851,1855
2834,Thomas M Sturge,1,Quaker,2,APS,1838,1866
2835,Walter Sturge,1,Quaker,2,APS,1860,1867
2836,Jemima Swan,1,Quaker,2,APS,1862,1867
2837,William Tanner,1,Quaker,2,APS,1860,1865
2838,W Tatum,1,Quaker,2,APS,1860,1862
2839,Edward Thomas,1,Quaker,2,APS,1851,1854
2840,George Thomas,1,Quaker,2,APS,1851,1867
2841,Samuel Thompson,1,Quaker,2,APS,1839,1840
2842,Fielden Thorpe,1,Quaker,2,APS,1862,1867
2843,E O Tindale,1,Quaker,2,APS,1860,1860
2844,Robert Tindall,1,Quaker,2,APS,1839,1839
2845,Joshua Treffry,1,Quaker,2,APS,1860,1867
2846,Nathaniel Tregellis,1,Quaker,2,APS,1859,1867
2847,Elizabeth Tuckett,1,Quaker,2,APS,1840,1840
2849,Francis Tuckett,1,Quaker,2,APS,1840,1854
2850,P Debell Tuckett,1,Quaker,2,APS,1839,1866
2853,D Tuke,1,Quaker,2,APS,1861,1862
2854,J H Tuke,1,Quaker,2,APS,1862,1862
2856,Samuel Tuke,1,Quaker,2,APS,1840,1860
2857,Ann Tweedy,1,Quaker,2,APS,1861,1867
2858,R Tweedy,1,Quaker,2,APS,1860,1860
2859,William Tweedy,1,Quaker,2,APS,1838,1854
2860,Richard Veale,1,Quaker,2,APS,1852,1867
2861,William Veale,1,Quaker,2,APS,1864,1864
2862,John Wadge,1,Quaker,2,APS,1838,1838
2863,F J Walker,1,Quaker,2,APS,1860,1860
2864,Marriage Wallis,1,Quaker,2,APS,1861,1866
2865,Charles B Warner,1,Quaker,2,APS,1851,1851
2866,Septimus Warner,1,Quaker,2,APS,1862,1862
2867,Lucy Westcombe,1,Quaker,2,APS,1865,1867
2868,Thomas Westcombe,1,Quaker,2,APS,1860,1867
2869,Benjamin Wheeler,1,Quaker,2,APS,1851,1856
2870,Frederick Wheeler,1,Quaker,2,APS,1851,1867
2871,Samuel Wheeler,1,Quaker,2,APS,1852,1854
2872,John Whiting,1,Quaker,2,APS,1862,1867
2873,John Wiblin,1,Quaker,2,APS,1861,1867
2874,Caleb Williams,1,Quaker,2,APS,1854,1867
2875,John E Wilson,1,Quaker,2,APS,1860,1867
2876,Joshua Wilson,1,Quaker,2,APS,1860,1860
2877,F Woodhead,1,Quaker,2,APS,1861,1862
2878,W Woolston,1,Quaker,2,APS,1861,1861
2879,Francis Wright,1,Quaker,2,APS,1838,1838
2880,S W Wright,1,Quaker,2,APS,1861,1861
